HolderAddress,Balance
0xb1180EBa7CfcA1494BD913F710ef2A4F45529999,6569.298946820579469598
0xf1790b002754A489e1AE6b995cbDF7652567199D,6554.981703549815445879
0x4e79116ea45c4727B6D9D76C4F89F097d0b68c89,6543.981016888861401108
0xC442949E5D2E24653AC112C7A62d492F16FE29Bd,6507.103499745880534442
0xB1caFD2aE18d2623906cE8b39dCB9A4178d1Bf0A,6308.238352656664608145
0x6Cf900FE847eCd44e0aEf7CDA000a3A57F3c4146,6170.235695610074861355
0xa62E0BAE97B1Afa564b4C79AC6E1918DeFd90016,6110.381993155445084387
0xE1D93d0869da861739eE6763498eD85296FB482A,6038
0x267a36CC890439d39881A7E912098B1A844490f3,6000.000043688117275379
0x17E877aefe9f24a2cDb2b7A036FE6fEa2a50118e,5959.245516799576453757
0x2d21E0b5B1C27F9412c430fb0878e42F7FE6e336,5920.2127048537757482
0x7c09F51D198306bAcb4aa5CCfd2aD693B11Cf485,5854.625119876936318998
0x48Dd6aE743666780e4dDf77e647c7642C94F7290,5762.95766365387036772
0xf3de6B3f85a55D7fB398355588E86f8A04aCCDC2,5748.862647056470513689
0x072E0A78F09e4db65CA5b78Db79DA926CECbFE66,5737.492213744723476578
0x8ED8ba8A8277E8A95D2EC060e940d8c4496bb7a2,5723.92137472978223234
0x9c77EBFA21979948435bE20C12D5047e2097853F,5712.666490595219327426
0xc486c0b4d7Ff36548207D135f368E1566e40ab1f,5675.533603593236176709
0x0A0099bD8F28e6dcB78d1F01E2Fd385002F4318C,5495.361617132340172168
0x6F364BA760828602D07b61125C61F10B83a568eb,5272.152296785458286899
0x2E81FACdf3F873A337D231cBD00EaC2262693Ac4,5170.00115708475116086
0x4831F217421bb93757D1986d4acfe8659bFb79CD,5147.146854701639769508
0x25e3C81948eBc3997421E845f1F1A6f7494Ed50A,5041.500917468697716156
0xfAc9AEFF982C746E959CeD5c9309F01b89e0a3AF,5033.979775992686430876
0xf8A816c456c6630D56d8Ba506B596C599bc4FaAB,5005.395422133720816862
0x0370a99E29f3e02830cd54d55b72d58eFcc2DE33,5000.000000305085351561
0xDFF09ec0Cb4F60FBA1a3f765d058EC1812E0ce9A,5E+3
0xe69Ec8d00d1F4C84c2932E28919013bBb356a757,4931
0xD66E8900Ce6f13F297D9C298bEefE7Cb5779526C,4878.477916379261856206
0xBc002e088E25e5e28467333B0DBf1daa864CEcdC,4856.421809594978042505
0x46b715EF18983F04eA536fC4d06162f517A0A707,4852.367882271676345564
0xDdeEdc9590963d6ED685bE1D1Af3B40A4023275c,4836.27628562271080295
0xCeA63A25daBBe8278F284D215B39daEdbEEBAa06,4803.414275176522234162
0x7a5ed630728d814066E78D1b42C7bd515D093B0c,4772.789313355428254109
0xAdf0d5D2e570FAfa9D49272bd53d1AcB382362a3,4685.577915581483791897
0x67A587fB48FFf34EA0D37D72b2c40D871797cDD2,4601.067590971660967831
0x840f9Ac69ec7265D931e880628976A7fCA580965,4577.962566712852785562
0x6f6689361b4b89F6032b60e55ff70911997FEc3E,4553.551677813675527343
0x2Caa95c888314F780a089a2f79e9c581da8a4778,4491.277544671730522527
0xa6C78603dA398c04Efe29c40e417cA309A08F4C2,4470.092622368975628232
0x2A6313dE8E9048E40a703c5E4869030A5c93979D,4454.337779066963282785
0xBd54aF177457f7E434319f28B68d9c2D5d5D79C9,4372.05500661079697391
0x7e0b6b7c8c1eB6c40bD0158cc832abdFff811754,4358.025681061176846931
0x06fF4751799E966e59cC852e440dF63A8391C965,4357.055533332649488166
0x7F12F309bf5ED16e9149a99AD2dcb91FE0373E45,4327.247706896727885477
0x94d03Fef9b9F82Da3bB4d78b7895099Ffed6A811,4248.122679281412258438
0x416791680363196e34519402938871E51D2dB10f,4244.821760789463205013
0xb162215fC6FD422AC09D38F6379e0683200C9301,4223.199200232195072097
0xCdf7Ca12027726E0C57Ed7fA98550aa439aeA196,4200.006863757779393513
0x382fFCe2287252F930E1C8DC9328dac5BF282bA1,4154.173392875721228406
0x86EaB9191790C47294B7b96712BC4C01edad1772,4144.221797595736522848
0xd95fe1EBCDfc1B8261A070C34CBDf090723Cc828,4050.793015794088221784
0x25c66Eb2a76192F7cAd4997A8EaBc231a9ef31A3,4043.464207258449020217
0x24C950130eA5BEd3ca41e31AF99573414d987972,4012.653452181326353182
0x7cbcbd5E08eDae602cBAaA51bed260345AcF5596,3936.714171433008769593
0x65B97F3A42301A317458848C99371728DDa81a33,3903.800136101143433019
0xB100444158CFB89e8a4f4C0a78f31ed83e62a8CC,3.9E+3
0xb3eABFdD364b27036039B2a6122b381a0cA9f84a,3899.35171768736715011
0x19432F56e2D7FE00015937AF38cBd5a813BE0c98,3752.958633475855702395
0x588351063dF2a1a392AF0145F43Ee42143636BD9,3724.339828413075078306
0x843aDd61df2926896eB3Dd14031AC83Ef898628B,3719
0x2B19eeC36E411FA7def23069D1151254df23e051,3626.136622743925802125
0x16f540c0c4FDCCe8D186D12f6821dD406D06a81e,3609.651577056839363908
0x2d982D65A94e195ba394c89C7F8d922BF40fD8fE,3603.628710721126995229
0x805B9D937577A850738989d43F42176f489236BD,3533.69384457530038837
0xcbefa67170349591c99B6Db84F5ADE4Dbc36f5fe,3530.585745251022330375
0x7522BdbB290223236755f9C56Db0D79C9de34548,3481.708203458341153233
0xE175dB257424f85F816Db632836189dBefa152E6,3466.70680337200019046
0x4f82e73EDb06d29Ff62C91EC8f5Ff06571bdeb29,3434.547349121513179569
0x40B75f1931f0b55ccd3B4ea65984bc236B2e6948,3330.60747939799723949
0xaE365F3110114eB15068A25A419C6e26a13B26Ca,3245.223471514101974813
0xBA7BfDe075026C8076fD24720da90F90108190DD,3218.210755147748598835
0x148f0AE66f7646cF9D8051fb26D039a3EDc205c1,3172.785896387066302607
0x13a1D15dcDfD7aA12b560461A91D5A67FF7ca8ae,3124.839702912644277147
0x2Ee4EbA78a256BCDeE1c80fC9B00609D0921bbB4,3.1E+3
0x16d95DfabB63F6bc098c3bc29663aC476703F128,3072.99716159132522002
0x169aA7e5e200DC44d9A72989d933158e46Cf04c8,3059.163163638349109325
0x52B23C1754656Bb52C0F56808cAcf8469dd670c0,3048.839742475268999825
0xfBAA78f51624FeFE5DF3b1c5B69ac9F5Ca8f1261,2991.437941059303502751
0x774232B698C4a422C98De6742778e4f91c47e0E4,2963.631225609776042295
0x010Ab4bBfFFA284b7f318506b3F870c47637dCC5,2927.286302351516470237
0x01A78A52B6bb6d4B86FceEaFCF3073da3FAdd549,2829.176894939115282801
0x27d5A56EcB59874A76DF8387d035361e4d6c1dE0,2826.536744691563195555
0xDa8aCf4787F03C2E4c3DF3DE5E56539aF68FFd73,2801.083362002768062519
0x259a4bDfc63923E0bC4b70bf5A06BE139b7b094A,2746.17647087781712521
0x2e79979Aa5Ca7c3640Bf91d0Ec61658dc969120B,2715.566541412852397676
0xcb19AD82D91211ec3A84D32329AA2811edC6866F,2704.461179182175739859
0x08034C21ae1F11FcfE124efE35fDfCEF3A7b14c5,2687.595638118137580266
0xaC28dB3027b24D1cb1c41F19E2A72Ceb77989672,2683.892305051867454542
0xD93fd4A5D4550F420E9D339e7Bc02770708D83f5,2681.354338962851089613
0x3D9E679a8221E4E7dDe9c2A59eADd9e2502F1Bf7,2665.523062773834805074
0x2757e0a4F900D54ddF0AFB26081e4f9e08Ff346d,2632.067085402270351316
0xEB5c22ebdA2a84ab779e2e5C0130Af878eC186B3,2596.699215346159263586
0x8BDaDf862f6b1EFE7ADD0d77DBc3C7F42d3232Fc,2522.28172384524780213
0x2E5D3eDbcD19860f49d5f232EEA7Da3fc8fFdaD2,2363.583125714755713066
0xB8dA6a031E75B374b3EB95b98f6d8e9dA46D7d31,2363.370397351321038338
0xB5a5620C03827c8816fBE92eF0084D0C543BB935,2338.866969870878003699
0x7a6477613A2852577E790E0ba0E8070BDb19aE2e,2293.528961443427405184
